t_seniority_missing,t_seniority,j_min_seniority,j_max_seniority,tj_diff_seniority,t_degree,j_degree,tj_diff_degree,tf_salary_diff,tf_role_match,j_lang_importance,tj_lang_avg_diff,label
0,1,1,1,0,2,2,0,0.23078106490669376,1,1,0.0,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,1.5,True
0,2,2,2,0,3,1,2,0.6666703703292186,1,1,0.0,True
0,2,2,3,0,1,0,1,0.20001066652444635,1,2,2.0,True
0,2,2,3,0,2,0,2,0.0666791109451874,1,1,0.0,True
0,2,1,2,0,0,0,0,0.6428622448250739,1,2,1.5,True
0,1,1,2,0,2,0,2,0.2571534692361538,1,2,0.5,True
0,1,1,2,0,1,0,1,0.3714375508921301,1,2,1.0,True
0,3,2,3,0,3,0,3,0.261549822310426,1,1,1.0,True
0,3,2,3,0,0,0,0,0.18751015612304847,1,2,0.0,True
0,1,1,2,0,1,0,1,0.28572448965014785,1,2,0.0,True
0,2,2,2,0,0,0,0,0.1714404079941715,1,2,0.5,True
0,2,1,3,0,3,0,3,0.0666791109451874,1,1,1.0,True
0,2,1,2,0,0,0,0,0.0714418365451922,1,2,0.5,True
0,1,1,2,0,2,0,2,0.35715204068513307,1,2,0.5,True
0,2,1,2,0,2,1,1,0.12728859475282267,1,2,1.5,True
0,3,3,3,0,3,2,1,-0.12498593767577905,1,1,0.0,True
0,2,2,3,0,2,0,2,0.09092089713120609,1,2,1.0,True
0,3,2,3,0,2,2,0,0.11112098754458284,1,1,0.0,True
0,2,1,3,0,3,0,3,-0.133318222423701,1,1,1.0,True
0,3,2,3,0,1,0,1,0.5200063999146678,1,2,2.5,True
0,3,1,3,0,0,0,0,0.3466753776616312,1,1,1.0,True
0,3,0,3,0,2,2,0,0.024402141437299546,1,1,1.0,True
0,2,1,2,0,1,0,1,0.14286938758017742,1,2,1.0,True
0,1,1,2,0,1,0,1,0.5428636733760946,1,2,0.5,True
0,2,1,2,0,3,0,3,0.0714418365451922,1,2,0.5,True
0,1,0,3,0,2,2,0,0.31708149900610966,1,1,1.0,True
0,1,1,3,0,0,0,0,-0.03998613351821976,1,1,1.0,True
0,2,0,3,0,2,2,0,0.1463518737576371,1,1,1.0,True
1,0,0,1,0,2,0,2,0.1666820984796578,1,1,0.0,True
0,1,1,2,0,0,0,0,0.0714418365451922,1,2,0.5,True
0,2,2,3,0,2,0,2,0.2800095998720017,1,2,1.5,True
0,2,1,3,0,3,2,1,-0.028556734903787087,1,2,1.0,True
1,0,0,3,0,4,2,2,0.3902513383983122,1,1,1.0,True
0,2,2,3,0,2,0,2,0.23405884981170613,1,1,0.0,True
0,2,1,3,0,2,2,0,-0.07141326552477821,1,2,2.0,True
0,3,2,3,0,0,0,0,1.5384378701866124e-05,1,1,1.0,True
0,3,0,3,0,2,2,0,0.1463518737576371,1,1,1.0,True
0,1,0,3,0,2,2,0,0.451226204558481,1,1,0.0,True
0,2,2,2,0,2,1,1,-0.11109876556927145,1,1,2.0,True
0,2,1,3,0,1,0,1,0.12001173317689097,1,1,1.0,True
0,2,1,2,0,0,0,0,0.45715061213411234,1,2,0.5,True
1,0,0,2,0,2,2,0,0.35715204068513307,1,2,0.5,True
1,0,0,1,0,0,0,0,0.29630932760504436,1,1,0.0,True
0,3,3,3,0,3,2,1,1.24998437519531e-05,1,1,0.0,True
0,2,1,3,0,0,0,0,0.26667644431407583,1,1,1.0,True
0,3,1,3,0,0,0,0,0.2533432887561499,1,1,0.0,True
0,2,0,3,0,3,2,1,0.3658613919342447,1,1,1.0,True
0,1,0,1,0,3,0,3,-0.0999780004399912,1,1,0.0,True
0,3,1,3,0,1,0,1,1.4285510206997042e-05,1,1,0.0,True
0,2,2,3,0,1,0,1,-0.1168686120959468,1,2,0.5,True
0,2,1,3,0,3,0,3,0.24001013319822403,1,1,1.0,True
0,3,1,3,0,3,2,1,0.029865225892150862,1,1,1.0,True
0,3,2,3,0,3,0,3,0.0769372778880325,1,1,0.0,True
0,2,1,3,0,3,0,3,0.20001066652444635,1,1,1.0,True
0,2,2,2,0,1,0,1,0.48572163254810646,1,2,0.5,True
0,2,2,2,0,2,0,2,0.1000128569591863,1,2,1.0,True
0,3,2,3,0,3,0,3,-0.062486718916013546,1,2,0.0,True
0,2,1,2,0,3,0,3,-0.07141326552477821,1,2,1.5,True
0,1,1,2,0,1,0,1,0.0714418365451922,1,2,1.0,True
1,0,0,3,0,2,2,0,0.3902513383983122,1,1,1.0,True
0,2,2,3,0,3,0,3,-0.046137751726896506,1,1,0.0,True
0,3,0,3,0,3,2,1,-0.09754759088303801,1,1,1.0,True
0,3,1,3,0,1,0,1,-0.14284081655976344,1,1,0.0,True
0,2,2,3,0,1,1,0,0.5000055554938279,1,1,1.0,True
0,2,2,2,0,3,0,3,0.2571534692361538,1,2,0.5,True
0,2,1,2,0,3,0,3,-0.07141326552477821,1,2,0.5,True
0,1,1,2,0,3,0,3,0.14286938758017742,1,2,1.0,True
1,0,0,3,0,2,2,0,0.3902513383983122,1,1,1.0,True
0,2,1,2,0,2,0,2,0.28572448965014785,1,2,1.0,True
0,3,0,3,0,3,2,1,0.036597114669333304,1,1,1.0,True
0,3,2,3,0,2,0,2,-0.07690650913062876,1,1,0.0,True
0,2,1,3,0,2,2,0,-0.12498593767577905,1,0,0.0,True
0,2,2,2,0,3,2,1,0.3125085936425795,1,1,0.0,True
0,2,1,3,0,1,0,1,0.14286938758017742,1,1,0.0,True
0,2,2,3,0,2,0,2,0.45334062212503834,1,2,3.0,True
0,3,2,3,0,3,1,2,0.6875039062011725,1,1,1.0,True
0,1,1,2,0,1,0,1,0.4000085713061242,1,2,1.0,True
0,2,2,3,0,3,3,0,0.12501093736328295,1,1,1.0,True
0,3,1,3,0,2,2,0,0.10001124985937676,1,0,0.0,True
1,0,0,3,0,3,2,1,0.451226204558481,1,1,1.0,True
0,1,1,2,0,2,0,2,0.6428622448250739,1,2,0.5,True
0,1,1,1,0,3,0,3,0.0740912205329531,1,1,1.0,True
0,1,1,3,0,3,2,1,0.0714418365451922,1,2,1.5,True
0,2,2,3,0,2,0,2,0.26667644431407583,1,2,2.5,True
0,2,0,3,0,3,2,1,0.451226204558481,1,1,1.0,True
0,1,1,2,0,3,0,3,0.2571534692361538,1,2,1.0,True
0,2,2,3,0,2,0,2,1.24998437519531e-05,1,2,1.0,True
0,2,1,2,0,1,1,0,0.18183305758077126,1,2,1.5,True
0,1,1,2,0,3,0,3,0.21429693861516264,1,2,0.5,True
0,2,1,3,0,2,0,2,0.3333422221037053,1,1,1.0,True
0,1,1,3,0,3,2,1,0.28572448965014785,1,2,1.0,True
0,3,2,3,0,3,0,3,-0.03894754613576447,1,2,0.5,True
0,3,1,3,0,2,0,2,0.5428636733760946,1,1,0.0,True
0,3,0,3,0,1,0,1,0.0769372778880325,1,1,1.0,True
0,1,1,2,0,0,0,0,0.35715204068513307,1,2,1.5,True
0,1,1,2,0,3,1,2,1.999960000799984e-05,1,1,0.0,True
0,1,1,2,0,2,1,1,0.20001333311111483,1,1,0.0,True
0,1,1,1,0,2,2,0,0.1538591713973631,1,1,0.0,True
0,3,2,3,0,3,2,1,-0.11109739385933506,1,1,1.0,True
0,1,1,2,0,3,0,3,1.4285510206997042e-05,1,2,1.5,True
0,1,1,3,0,2,0,2,0.5000071427551035,1,1,0.0,True
1,0,0,3,0,2,2,0,0.32927647223814344,1,1,1.0,True
0,2,1,3,0,2,0,2,0.13334488873481687,1,1,1.0,True
0,3,2,3,0,3,3,0,-0.062486718916013546,1,1,0.0,True
0,1,0,3,0,3,2,1,0.451226204558481,1,1,1.0,True
0,1,0,3,0,2,2,0,0.24391165961390715,1,1,1.0,True
0,1,1,2,0,2,0,2,0.2571534692361538,1,2,0.5,True
0,2,2,3,0,3,0,3,1.24998437519531e-05,1,2,1.5,True
0,2,1,2,0,1,0,1,0.14286938758017742,1,2,1.5,True
0,1,1,3,0,2,0,2,0.5333395554725937,1,1,1.0,True
0,3,1,3,0,1,0,1,0.20001066652444635,1,1,1.0,True
0,2,1,2,0,3,0,3,-0.07141326552477821,1,2,1.0,True
0,1,1,2,0,2,0,2,0.21429693861516264,1,2,0.5,True
0,3,0,3,0,3,2,1,0.08537700759746833,1,1,1.0,True
0,2,1,2,0,1,0,1,0.3142955100641419,1,2,0.5,True
0,1,1,3,0,2,2,0,0.029865225892150862,1,1,1.0,True
0,1,0,3,0,2,2,0,0.20732673991780587,1,1,1.0,True
0,1,1,2,0,2,0,2,0.28572448965014785,1,2,1.0,True
0,2,2,3,0,1,0,1,0.0769372778880325,1,1,0.0,True
0,1,1,2,0,3,0,3,0.28572448965014785,1,2,1.0,True
0,3,1,3,0,1,0,1,0.3333422221037053,1,1,1.0,True
0,2,1,2,0,3,0,3,0.14286938758017742,1,2,1.5,True
0,3,2,3,0,0,0,0,0.23078106490669376,1,1,1.0,True
0,2,1,2,0,0,0,0,0.4285795917201183,1,2,1.0,True
0,2,1,2,0,2,0,2,1.4285510206997042e-05,1,2,0.5,True
0,2,1,2,0,2,0,2,1.4285510206997042e-05,1,2,1.5,True
0,3,1,3,0,3,2,1,-0.062486718916013546,1,0,0.0,True
0,1,1,1,0,3,2,1,0.1538591713973631,1,1,0.0,True
0,2,1,2,0,2,0,2,0.4428651019271153,1,2,1.5,True
0,3,1,3,0,1,0,1,0.14286938758017742,1,1,0.0,True
0,2,2,2,0,0,0,0,0.0714418365451922,1,2,0.5,True
0,2,2,2,0,2,1,1,0.1666759258230464,1,1,1.0,True
0,1,1,2,0,0,0,0,0.6428622448250739,1,2,1.5,True
1,0,0,3,0,2,2,0,0.5122010707186497,1,1,1.0,True
0,3,1,3,0,1,0,1,-0.133318222423701,1,1,1.0,True
0,2,2,3,0,3,0,3,1.3333155557925894e-05,1,2,1.5,True
0,3,2,3,0,3,2,1,0.2777858023799736,1,1,0.0,True
0,3,2,3,0,3,3,0,0.6875039062011725,1,1,1.0,True
0,1,1,2,0,2,0,2,0.35715204068513307,1,2,1.5,True
0,3,2,3,0,2,0,2,-0.10388176776924975,1,2,0.5,True
0,1,0,2,0,3,2,1,0.14286938758017742,1,2,1.0,True
0,2,2,3,0,3,3,0,-0.12498593767577905,1,1,1.0,True
0,1,1,3,0,3,2,1,0.38806883479351056,1,1,0.0,True
0,2,2,3,0,0,0,0,1.4285510206997042e-05,1,0,0.0,True
0,2,2,2,0,3,0,3,0.35715204068513307,1,2,1.0,True
0,2,1,2,0,2,0,2,0.21429693861516264,1,2,1.0,True
1,0,0,1,0,2,0,2,0.0740912205329531,1,1,0.0,True
0,2,1,2,0,0,0,0,0.21429693861516264,1,2,0.5,True
0,3,2,3,0,3,1,2,0.055566049266119265,1,1,0.0,True
0,2,2,3,0,3,3,0,0.12501093736328295,1,1,1.0,True
0,1,1,2,0,2,0,2,0.35715204068513307,1,2,1.0,True
0,1,1,2,0,2,0,2,0.38572306109912713,1,2,1.0,True
0,2,1,2,0,0,0,0,-0.07141326552477821,1,2,1.5,True
0,2,2,3,0,2,0,2,0.10770603529176474,1,1,0.0,True
0,2,2,3,0,3,0,3,1.3333155557925894e-05,1,2,1.5,True
0,2,2,3,0,0,0,0,0.13334488873481687,1,2,2.0,True
0,1,1,2,0,0,0,0,0.48572163254810646,1,2,1.0,True
0,2,1,2,0,3,0,3,-0.07141326552477821,1,2,1.0,True
0,2,1,2,0,2,0,2,0.01429979571720404,1,2,0.0,True
0,1,1,2,0,3,0,3,0.3714375508921301,1,2,0.5,True
0,2,2,3,0,3,0,3,0.0666791109451874,1,2,3.0,True
0,1,1,2,0,3,0,3,0.4000085713061242,1,2,1.0,True
0,1,0,3,0,2,2,0,0.451226204558481,1,1,1.0,True
0,1,1,2,0,1,0,1,1.4285510206997042e-05,1,2,0.5,True
0,3,0,3,0,3,2,1,0.08537700759746833,1,1,0.0,True
0,2,2,2,0,3,2,1,-0.11664805586573557,1,1,0.0,True
0,1,1,1,0,2,0,2,0.5370456102664766,1,1,1.0,True
0,3,2,3,0,2,0,2,-0.06665244463407155,1,2,3.0,True
0,2,2,3,0,3,1,2,1.24998437519531e-05,1,1,1.0,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,1.0,True
0,2,1,2,0,2,0,2,-0.07141326552477821,1,2,1.5,True
0,2,2,3,0,3,0,3,0.15585511876469138,1,2,0.5,True
0,1,1,2,0,3,0,3,0.0714418365451922,1,2,1.0,True
0,2,0,3,0,2,2,0,-0.03657272472286923,1,1,0.0,True
0,2,2,2,0,1,1,0,0.22223086410151,1,1,2.0,True
0,1,0,3,0,2,2,0,0.31708149900610966,1,1,1.0,True
0,2,1,2,0,2,0,2,1.4285510206997042e-05,1,2,0.5,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,1.0,True
0,2,2,2,0,3,2,1,0.375007812402345,1,1,1.0,True
0,1,1,2,0,0,0,0,0.4285795917201183,1,2,0.5,True
0,1,1,2,0,2,0,2,0.45715061213411234,1,2,0.5,True
0,1,1,2,0,0,0,0,0.35715204068513307,1,2,1.5,True
0,3,2,3,0,3,1,2,0.22223086410151,1,1,1.0,True
0,2,2,3,0,3,0,3,0.0666791109451874,1,2,2.0,True
0,1,1,2,0,0,0,0,0.5000071427551035,1,2,1.0,True
0,2,2,3,0,0,0,0,0.3230873371178905,1,1,0.0,True
0,2,2,3,0,3,0,3,0.22078934039817666,1,2,1.0,True
0,2,0,3,0,3,3,0,0.06251171860351745,1,2,1.0,True
0,2,1,2,0,3,0,3,0.14286938758017742,1,2,0.5,True
0,1,0,3,0,3,2,1,0.20732673991780587,1,1,1.0,True
0,2,2,2,0,3,2,1,0.050015833069448845,1,1,0.0,True
0,2,1,3,0,2,0,2,-0.06665244463407155,1,1,1.0,True
0,1,1,2,0,3,0,3,0.0714418365451922,1,2,1.0,True
0,3,2,3,0,1,0,1,0.14286938758017742,1,0,0.0,True
0,3,2,3,0,0,0,0,0.06251171860351745,1,2,0.5,True
0,1,0,3,0,2,2,0,0.32927647223814344,1,1,1.0,True
0,1,0,3,0,3,0,3,0.14286938758017742,1,1,1.0,True
1,0,0,3,0,2,2,0,0.4146412848623797,1,1,1.0,True
0,1,1,2,0,2,0,2,1.4285510206997042e-05,1,2,1.5,True
0,2,1,3,0,2,0,2,0.21429693861516264,1,1,0.0,True
0,1,0,1,0,2,0,2,-0.018499657413751598,1,1,0.0,True
0,1,1,2,0,2,1,1,-0.0999780004399912,1,1,0.0,True
0,3,1,3,0,0,0,0,-0.06665244463407155,1,1,1.0,True
0,1,1,2,0,2,0,2,0.2285824488221597,1,2,0.5,True
0,1,1,3,0,1,0,1,0.42667431100918657,1,1,1.0,True
0,2,1,2,0,3,0,3,-0.07141326552477821,1,2,1.5,True
0,2,1,2,0,3,0,3,-0.07141326552477821,1,2,0.5,True
0,2,1,2,0,2,0,2,1.4285510206997042e-05,1,2,0.5,True
0,1,1,2,0,2,0,2,0.28572448965014785,1,2,1.0,True
0,2,2,2,0,1,1,0,0.4444506172153643,1,1,2.0,True
0,2,1,2,0,0,0,0,0.0714418365451922,1,2,1.5,True
0,2,0,3,0,2,2,0,-0.03657272472286923,1,1,1.0,True
0,3,2,3,0,3,0,3,-0.07690650913062876,1,1,1.0,True
0,3,1,3,0,2,0,2,-0.06665244463407155,1,1,1.0,True
0,2,1,2,0,1,0,1,0.0714418365451922,1,2,1.0,True
0,3,3,3,0,2,0,2,0.20291010275213403,1,1,1.0,True
0,3,2,3,0,1,1,0,0.2777858023799736,1,1,2.0,True
0,3,0,3,0,2,2,0,0.20732673991780587,1,1,1.0,True
0,1,1,2,0,1,0,1,0.4285795917201183,1,2,0.5,True
0,3,3,3,0,2,0,2,1.4285510206997042e-05,1,2,0.5,True
0,2,2,3,0,2,1,1,0.11112098754458284,1,1,1.0,True
0,1,1,2,0,1,0,1,0.28572448965014785,1,2,1.0,True
0,1,0,3,0,2,2,0,0.6341508030389873,1,1,1.0,True
0,2,2,3,0,3,0,3,0.0666791109451874,1,2,2.5,True
0,1,1,2,0,2,0,2,0.5000071427551035,1,2,1.0,True
0,3,2,3,0,3,0,3,-0.133318222423701,1,2,3.0,True
0,1,1,1,0,2,2,0,0.1538591713973631,1,1,0.0,True
0,2,2,3,0,2,1,1,0.28889679003566626,1,1,1.0,True
0,2,2,3,0,3,0,3,-0.133318222423701,1,1,0.0,True
0,1,1,2,0,3,0,3,0.4285795917201183,1,2,0.5,True
0,3,2,3,0,1,1,0,0.29348594037021336,1,1,1.0,True
0,1,1,2,0,2,0,2,0.4285795917201183,1,2,1.0,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,1.5,True
0,3,3,3,0,3,2,1,0.12501093736328295,1,1,0.0,True
0,2,2,3,0,3,3,0,0.06251171860351745,1,1,1.0,True
0,2,0,3,0,1,1,0,0.11113086375858314,1,1,1.0,True
0,1,1,2,0,2,0,2,0.48572163254810646,1,2,0.5,True
0,1,0,1,0,0,0,0,0.0740912205329531,1,1,0.0,True
0,3,3,3,0,0,0,0,-0.012487343908201148,1,1,1.0,True
0,1,0,3,0,3,2,1,0.5365910171827173,1,1,0.0,True
0,2,2,2,0,3,1,2,0.3333407406584371,1,1,2.0,True
0,3,2,3,0,2,1,1,0.1666759258230464,1,1,2.0,True
0,1,1,1,0,3,2,1,0.23078106490669376,1,2,0.5,True
0,3,2,3,0,0,0,0,0.0666791109451874,1,2,3.0,True
0,2,2,2,0,3,1,2,0.24445283941289542,1,1,2.0,True
0,1,1,1,0,3,0,3,-0.14812688653913816,1,1,1.0,True
0,2,2,3,0,0,0,0,0.13334488873481687,1,2,2.0,True
0,2,2,3,0,4,1,3,0.055566049266119265,1,1,2.0,True
0,2,2,3,0,2,0,2,0.0666791109451874,1,1,0.0,True
0,1,1,3,0,2,0,2,1.4285510206997042e-05,1,1,0.0,True
0,1,1,3,0,0,0,0,0.0666791109451874,1,1,1.0,True
0,3,1,3,0,4,0,4,-0.07141326552477821,1,1,0.0,True
0,1,0,1,0,2,0,2,0.5370456102664766,1,1,0.0,True
0,2,1,2,0,0,0,0,-0.14284081655976344,1,2,0.5,True
0,2,2,3,0,3,2,1,0.19754077110159135,1,1,0.0,True
0,1,1,2,0,0,0,0,0.48572163254810646,1,2,1.5,True
0,1,0,2,0,3,2,1,0.21429693861516264,1,2,1.0,True
1,0,0,3,0,2,2,0,0.5122010707186497,1,1,1.0,True
0,1,1,1,0,3,2,1,0.0769372778880325,1,2,0.0,True
0,3,3,3,0,3,2,1,0.015399763080567992,1,2,0.5,True
0,1,0,3,0,2,2,0,-0.03657272472286923,1,1,1.0,True
0,3,3,3,0,3,2,1,1.24998437519531e-05,1,1,0.0,True
0,3,2,3,0,2,1,1,0.5888934567393695,1,1,1.0,True
0,3,2,3,0,3,2,1,0.3333407406584371,1,1,0.0,True
0,2,1,2,0,2,0,2,1.4285510206997042e-05,1,2,1.0,True
0,1,1,2,0,1,0,1,0.0714418365451922,1,2,0.5,True
0,2,1,2,0,2,0,2,1.4285510206997042e-05,1,2,0.5,True
0,2,2,3,0,0,0,0,0.13334488873481687,1,2,1.0,True
0,2,0,3,0,2,0,2,1.4285510206997042e-05,1,1,1.0,True
0,3,1,3,0,0,0,0,0.12001173317689097,1,1,1.0,True
0,3,2,3,0,0,0,0,0.30770295841602435,1,1,0.0,True
0,3,0,3,0,3,2,1,-0.09754759088303801,1,1,1.0,True
0,3,2,3,0,2,2,0,-0.11109739385933506,1,1,1.0,True
0,3,1,3,0,0,0,0,0.0714418365451922,1,1,0.0,True
0,1,1,1,0,3,2,1,1.5384378701866124e-05,1,1,0.0,True
1,0,0,3,0,2,2,0,0.26830160607797465,1,1,1.0,True
0,2,1,2,0,0,0,0,0.5000071427551035,1,2,1.5,True
0,1,1,3,0,2,0,2,0.13334488873481687,1,1,1.0,True
0,1,1,1,0,2,0,2,-0.055536008592433475,1,1,1.0,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,1.5,True
0,2,2,2,0,3,3,0,0.1666759258230464,1,1,1.0,True
0,2,0,2,0,3,2,1,-0.14284081655976344,1,2,1.0,True
0,3,1,3,0,0,0,0,0.0714418365451922,1,1,0.0,True
0,3,2,3,0,3,0,3,-0.07690650913062876,1,1,0.0,True
0,2,2,2,0,2,1,1,0.055566049266119265,1,1,2.0,True
0,1,1,3,0,3,0,3,0.20001066652444635,1,1,1.0,True
0,3,3,3,0,2,2,0,0.25000937488281394,1,1,0.0,True
